17:02:25 [DEBUG] disk_inspector: Starting up
17:02:25 [DEBUG] disk_inspector: Getting disk info
17:02:25 [DEBUG] disk_inspector: 1 disks found
17:02:29 [DEBUG] disk_inspector: Disk is starting with 0 children
17:02:29 [DEBUG] disk_inspector: Reading all files
17:04:56 [DEBUG] disk_inspector: Counter above 100
17:04:56 [DEBUG] disk_inspector: Disk read reported complete
17:05:03 [DEBUG] disk_inspector::app: Disk read done
17:05:03 [DEBUG] disk_inspector::app: Disk read complete
17:05:03 [DEBUG] disk_inspector: Disk read thread complete
17:05:03 [DEBUG] disk_inspector: Disk is finishing with 30 children
17:05:03 [DEBUG] cursive::backend::curses::n: Unknown event: 00000000000000000000000000000100
17:05:03 [DEBUG] cursive::backend::curses::n: No event parsed?...
17:05:05 [DEBUG] disk_inspector: Beginning nav
17:05:05 [DEBUG] disk_inspector::inspector: Navigating /, with 30 children and 0 parents
17:09:44 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:44 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:47 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:47 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:47 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:47 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:47 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:47 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:48 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Req: XY { x: 88, y: 69 }
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 88, y: 69 }]
17:09:49 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 88, y: 69 }
17:09:50 [DEBUG] disk_inspector::view: In lambda, selected ..
17:09:54 [DEBUG] disk_inspector::inspector: Selected up
17:09:54 [DEBUG] disk_inspector::inspector: Navigating /Users/ray/Documents/rust/rusty-cpu/target/debug, with 19 children and 7 parents
17:09:55 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:55 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:55 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:55 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 20 }
17:09:55 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:55 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:56 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:09:56 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:56 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:56 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 20 }
17:09:56 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 20 }]
17:09:56 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 20 }
17:09:57 [DEBUG] disk_inspector::view: In lambda, selected ..
17:10:01 [DEBUG] disk_inspector::inspector: Selected up
17:10:01 [DEBUG] disk_inspector::inspector: Navigating /Users/ray/Documents/rust/rusty-cpu/target, with 2 children and 6 parents
17:10:03 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:10:03 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 3 }]
17:10:03 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 3 }
17:10:03 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 3 }
17:10:03 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 3 }]
17:10:03 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 3 }
17:11:02 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:11:02 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 3 }]
17:11:02 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 3 }
17:11:02 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 3 }
17:11:02 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 3 }]
17:11:02 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 3 }
17:11:02 [DEBUG] disk_inspector::view: In lambda, selected /Users/ray/Documents/rust/rusty-cpu/target/.rustc_info.json
17:11:07 [DEBUG] disk_inspector::inspector: Selected /Users/ray/Documents/rust/rusty-cpu/target/.rustc_info.json
17:11:07 [DEBUG] disk_inspector::inspector: Cloning dir and children
17:11:07 [DEBUG] disk_inspector::inspector: Navigating /Users/ray/Documents/rust/rusty-cpu/target, with 2 children and 6 parents
17:11:08 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:11:08 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 3 }]
17:11:08 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 3 }
17:11:08 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 3 }
17:11:08 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 3 }]
17:11:08 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 3 }
17:11:33 [DEBUG] disk_inspector::view: In lambda, selected ..
17:11:37 [DEBUG] disk_inspector::inspector: Selected up
17:11:37 [DEBUG] disk_inspector::inspector: Navigating /Users/ray/Documents/rust/rusty-cpu, with 7 children and 5 parents
17:11:39 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:11:39 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 8 }]
17:11:39 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 8 }
17:11:39 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 8 }
17:11:39 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 8 }]
17:11:39 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 8 }
17:11:40 [DEBUG] disk_inspector::view: In lambda, selected ..
17:11:44 [DEBUG] disk_inspector::inspector: Selected up
17:11:44 [DEBUG] disk_inspector::inspector: Navigating /Users/ray/Documents/rust, with 13 children and 4 parents
17:11:45 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:11:45 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 14 }]
17:11:45 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 14 }
17:11:45 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 14 }
17:11:45 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 14 }]
17:11:45 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 14 }
17:11:46 [DEBUG] disk_inspector::view: In lambda, selected ..
17:11:51 [DEBUG] disk_inspector::inspector: Selected up
17:11:51 [DEBUG] disk_inspector::inspector: Navigating /Users/ray/Documents, with 14 children and 3 parents
17:11:52 [DEBUG] disk_inspector::view: In lambda, selected ..
17:11:57 [DEBUG] disk_inspector::inspector: Selected up
17:11:57 [DEBUG] disk_inspector::inspector: Navigating /Users/ray, with 65 children and 2 parents
17:11:58 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:11:58 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:11:58 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:11:58 [DEBUG] cursive::views::linear_layout: Req: XY { x: 86, y: 66 }
17:11:58 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 86, y: 66 }]
17:11:58 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 86, y: 66 }
17:11:59 [DEBUG] disk_inspector::view: In lambda, selected ..
17:12:02 [DEBUG] disk_inspector::inspector: Selected up
17:12:02 [DEBUG] disk_inspector::inspector: Navigating /Users, with 4 children and 1 parents
17:12:04 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:12:04 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 5 }]
17:12:04 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 5 }
17:12:04 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 5 }
17:12:04 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 5 }]
17:12:04 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 5 }
17:12:18 [DEBUG] disk_inspector::view: In lambda, selected ..
17:12:20 [DEBUG] disk_inspector::inspector: Selected up
17:12:20 [DEBUG] disk_inspector::inspector: Navigating /, with 30 children and 0 parents
17:12:21 [DEBUG] cursive::views::linear_layout: Req: XY { x: 129, y: 69 }
17:12:21 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 30 }]
17:12:21 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 30 }
17:12:21 [DEBUG] cursive::views::linear_layout: Req: XY { x: 85, y: 30 }
17:12:21 [DEBUG] cursive::views::linear_layout: Ideal sizes: [XY { x: 85, y: 30 }]
17:12:21 [DEBUG] cursive::views::linear_layout: Ideal result: XY { x: 85, y: 30 }
